Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Activity (product.metafields.custom.activity),Age group (product.metafields.custom.age_group),Ankle Collar (product.metafields.custom.ankle_collar),Breathability Level (product.metafields.custom.breathability_level),Color (product.metafields.custom.color),Fabric (product.metafields.custom.fabric),Safety Features (product.metafields.custom.safety_features),Team (product.metafields.custom.sports_team),Stud Type (product.metafields.custom.stud_type),Target gender (product.metafields.custom.target_gender),Technology (product.metafields.custom.technology),Weight  (product.metafields.custom.weight_),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Neckline (product.metafields.shopify.neckline),Personalization options (product.metafields.shopify.personalization-options),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Sports logo (product.metafields.shopify.sports-logo),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
inter-miami-2025-26-third-jersey,,,,,,,,,xl,,,,,,,,CLU-IM-TH-25/26-PV-XL,350.0,shopify,97,deny,manual,1299.00,3299.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/inter-miami-2025-26-third-jersey-light-blue-detailed.png?v=1749118327,4,Inter Miami 2025-26 Third Jersey in Light Blue with Striped Collar and Club Crest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
inter-miami-2025-26-third-jersey,,,,,,,,,2xl,,,,,,,,CLU-IM-TH-25/26-PV-2XL,350.0,shopify,98,deny,manual,1299.00,3299.00,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
juventus-home-jersey-25-26-player,Juventus Home Jersey 25-26 Player Version,"<p>Explore the elegance of the <strong>Juventus Home Jersey 25-26 player</strong> version, exclusively available at Striker Store. This exceptional jersey combines style with performance, catering to dedicated fans and athletes alike.</p>
<p>Crafted with precision, the <strong>Juventus Home Jersey 25-26 player</strong> version features advanced moisture-wicking fabric. This technology ensures you stay comfortable during high-intensity matches or casual wear. The classic black and white design, synonymous with Juventus, is enhanced with modern touches, making it a standout piece in any collection.</p>
<p>The jersey's fit is tailored for athletes. It mirrors the authentic player version, giving you the feeling of stepping onto the pitch at Allianz Stadium. Every detail, from the embossed club crest to the durable stitching, speaks of quality. It is not just about supporting your team; it's about showcasing your passion with pride.</p>
<p>At Striker Store, we ensure you get the most authentic experience with our <strong>Juventus Home Jersey 25-26 player</strong> version. Our easy navigation and smooth purchasing process mean you can focus on what you love—supporting Juventus. Furthermore, enjoy free delivery across India, ensuring you proudly wear your new jersey in no time.</p>
<p>Join other fans in wearing this exclusive <strong>Juventus Home Jersey 25-26 player</strong> version today. Whether you're cheering from the stands or watching from home, this jersey promises to bring a piece of Juventus' legacy to you. Celebrate the game, the spirit, and the passion with Striker Store’s premium collection.</p>",Striker Store,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Jerseys,Jersey,"25, 26, black, home, jersey, juventus, new arrivals, player, version, white",true,Size,s,product.metafields.shopify.size,,,,,,,CLU-JUV-HM-25/26-PV-S,350.0,shopify,100,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/juventus-home-jersey-25-26-player-front-view.png?v=1749113678,1,Juventus Home Jersey 25-26 player with iconic black and white stripes and pink accents,false,Shop Juventus Home Jersey 25-26 Player Version | Striker Store,"Shop the Juventus Home Jersey 25-26 player at Striker Store. Experience bold design and premium quality, perfect for dedicated fans. Grab yours today!",,,,,,,,,,,,Football,,,,"Black, White",Polyester,,Juventus,,Unisex,Sweat Wiking,,,,,,,moisture-wicking,black; white,polyester,,,,,,s; m; l; xl; 2xl,short,,unisex,,,,,,g,,650.00,active
juventus-home-jersey-25-26-player,,,,,,,,,m,,,,,,,,CLU-JUV-HM-25/26-PV-M,350.0,shopify,100,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/juventus-home-jersey-25-26-player-back-view.png?v=1749113678,2,Juventus Home Jersey 25-26 player with black and white striped design on the back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
juventus-home-jersey-25-26-player,,,,,,,,,l,,,,,,,,CLU-JUV-HM-25/26-PV-L,350.0,shopify,100,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/juventus-home-jersey-25-26-player-neckline-detail.png?v=1749113678,3,Juventus Home Jersey 25-26 player featuring black and white stripes with pink accents and Adidas branding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
juventus-home-jersey-25-26-player,,,,,,,,,xl,,,,,,,,CLU-JUV-HM-25/26-PV-XL,350.0,shopify,100,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/juventus-home-jersey-25-26-player-logo-detail.png?v=1749113678,4,Close-up of Juventus Home Jersey 25-26 player featuring the iconic club logo in pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
juventus-home-jersey-25-26-player,,,,,,,,,2xl,,,,,,,,CLU-JUV-HM-25/26-PV-2XL,350.0,shopify,99,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/juventus-home-jersey-25-26-player-sleeve-detail.png?v=1749113678,5,Juventus Home Jersey 25-26 player with striking black and white design and pink accents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
bayern-munich-2025-26-home-jersey,Bayern Munich Home Jersey 2025-26 Player Version,"<p>Elevate your game with the <strong>Bayern Munich 2025-26 home jersey</strong> from Striker Store. Crafted for those who cherish quality, this jersey is designed to reflect the passion of Bayern fans. It features an innovative design combined with premium materials.</p>
<p>Each Bayern Munich 2025-26 home jersey blends cutting-edge technology with classic style. It’s made for ultimate comfort and performance. Perfect for supporting your team or hitting the pitch, this jersey is a must-have for die-hard fans.</p>
<p>The player version ensures a snug fit that mirrors what the pros wear. It’s built to offer breathability and durability. The material wicks away sweat quickly. This allows you to stay cool even during intense matches.</p>
<p>Celebrate Bayern Munich with style. This jersey showcases the iconic red and white colors, symbolizing the club’s rich history. Detailed with the club crest and sponsor logos, it's more than just attire—it's a statement.</p>
<p>At Striker Store, we're committed to delivering quality products at great prices. Enjoy free delivery across India. This makes it easier than ever to support your team and sport the latest football fashion.</p>
<p>Whether you’re in the stands or on the field, the Bayern Munich 2025-26 home jersey connects you to the heart of the game. Order now and wear your pride on your sleeve with this top-notch football attire from Striker Store.</p>",Striker Store,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Jerseys,Jersey,"2025, 26, bayern, bayern munich, home, jersey, munich, new arrivals, player, red, version, white",true,Size,s,product.metafields.shopify.size,,,,,,,CLU-BM-HM-25/26-PV-S,350.0,shopify,100,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/bayern-munich-2025-26-home-jersey-red-striped-front.png?v=1749113614,1,Bayern Munich 2025-26 home jersey featuring a bold red design and an iconic team logo,false,Bayern Munich 2025-26 Home Jersey Player Version | Striker Store,"Get the Bayern Munich 2025-26 home jersey at Striker Store! Celebrate your team in this premium player version, designed for ultimate comfort and style.",,,,,,,,,,,,Football,,,,"Red, White",Polyester,,Bayern Munich,,Unisex,Sweat Wiking,,'1,,,adults; teens,,moisture-wicking,red; white,polyester,,,,,,s; m; l; xl; 2xl,,,unisex,,,,,,g,,650.00,active
bayern-munich-2025-26-home-jersey,,,,,,,,,m,,,,,,,,CLU-BM-HM-25/26-PV-M,350.0,shopify,99,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/bayern-munich-2025-26-home-jersey-back-fc-bayern-munchen-2.png?v=1749113614,2,Back view of Bayern Munich 2025-26 home jersey in red with FC Bayern Munchen text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
bayern-munich-2025-26-home-jersey,,,,,,,,,l,,,,,,,,CLU-BM-HM-25/26-PV-L,350.0,shopify,98,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/bayern-munich-2025-26-home-jersey-allianz-sponsor-logo.png?v=1749113614,3,Close-up of the Bayern Munich 2025-26 home jersey sleeve featuring Allianz logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
bayern-munich-2025-26-home-jersey,,,,,,,,,xl,,,,,,,,CLU-BM-HM-25/26-PV-XL,350.0,shopify,99,deny,manual,1299.00,3399.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/bayern-munich-2025-26-home-jersey-back-fc-bayern-munchen.png?v=1749113614,4,Bayern Munich 2025-26 home jersey featuring bold FC Bayern München lettering on the back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
bayern-munich-2025-26-home-jersey,,,,,,,,,2xl,,,,,,,,CLU-BM-HM-25/26-PV-2XL,350.0,shopify,99,deny,manual,1299.00,3399.00,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,650.00,
barcelona-travis-scott-2025-26-player-version,Barcelona X Travis Scott Special Edition SE 2025-26 Player Version,"<p>Unveil the ultimate in style and performance with the <strong>Barcelona Travis Scott 2025-26 player version</strong> jersey. Designed exclusively for Striker Store, this jersey celebrates the fusion of sport and iconic fashion.</p>
<p>Crafted with precision, the <strong>Barcelona Travis Scott 2025-26 player version</strong> jersey showcases premium materials that ensure both comfort and durability. The sleek design pays homage to the club's rich heritage while infusing modern streetwear elements brought by Travis Scott, creating a truly unique piece.</p>
<p>Each detail of this special edition jersey is tailored to meet the standards of professional athletes. The fit is engineered for movement, allowing wearers to channel their inner champion with ease. Plus, you won’t have to compromise on breathability, as our fabric technology promotes airflow, perfect for intense match days or casual outings.</p>
<p>This exclusive <strong>Barcelona Travis Scott 2025-26 player version</strong> jersey is versatile for any fan. Whether you're at the stadium or enjoying a casual day out, this jersey makes a bold statement. Striker Store offers this masterpiece with passion, bringing you closer to the unmatched world of football and style.</p>
<p>Enhance your collection with the <strong>Barcelona Travis Scott 2025-26 player version</strong> jersey, only at Striker Store. Enjoy free delivery across India, ensuring that this coveted piece arrives right at your doorstep. Embrace premium designs without breaking the bank, and wear your allegiance with pride.</p>",Striker Store,Apparel & Accessories > Clothing > Activewear,Jersey,"2025, 26, barcelona, blue, edition, jersey, new arrivals, player, red, scott, se, special, travis, trending, version, x",true,Size,s,product.metafields.shopify.size,,,,,,,CLU-BARC-SE-TS-25/26-PV-S,350.0,shopify,74,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-travis-scott-2025-26-player-version-front-view.png?v=1749113512,1,Barcelona Travis Scott 2025-26 player version jersey with bold graphics and vibrant colors,false,Barcelona Travis Scott 2025-26 Player Version Jersey | Striker Store,Get the exclusive Barcelona Travis Scott 2025-26 player version jersey at Striker Store. Stylish design and premium quality for true fans!,,,,,,,,,,,,Football,,,,"Red, Blue",Polyester,,Barcelona,,Unisex,Sweat Wiking,,'4,breathable-design; moisture-wicking,football; soccer,,,,red; blue,polyester,,,,,,s; m; l; xl; 2xl,,,unisex,,,,,,g,,700.00,active
barcelona-travis-scott-2025-26-player-version,,,,,,,,,m,,,,,,,,CLU-BARC-SE-TS-25/26-PV-M,350.0,shopify,56,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-travis-scott-2025-26-player-version-back-view.png?v=1749113512,2,Barcelona Travis Scott 2025-26 player version jersey in maroon and navy with unique design elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-travis-scott-2025-26-player-version,,,,,,,,,l,,,,,,,,CLU-BARC-SE-TS-25/26-PV-L,350.0,shopify,77,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-travis-scott-2025-26-player-version-close-up.png?v=1749113512,3,Barcelona Travis Scott 2025-26 player version Jersey featuring bold graphics and player number two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-travis-scott-2025-26-player-version,,,,,,,,,xl,,,,,,,,CLU-BARC-SE-TS-25/26-PV-XL,350.0,shopify,77,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-travis-scott-2025-26-player-version-logo-view.png?v=1749113512,4,Barcelona Travis Scott 2025-26 player version jersey featuring the iconic team colors and logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-travis-scott-2025-26-player-version,,,,,,,,,2xl,,,,,,,,CLU-BARC-SE-TS-25/26-PV-2XL,350.0,shopify,93,deny,manual,1399.00,3499.00,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-cactus-jack-2025-26-player,Barcelona X Cactus Jack SE Home 2025-26 Player Version,"<p>Discover the essence of football fashion with the Barcelona Cactus Jack 2025-26 player jersey. This exclusive piece, available at Striker Store, combines the vibrant culture of Barcelona with the unique style of Cactus Jack. Crafted for those who live and breathe football, this jersey represents both quality and design excellence.</p>
<p>Each stitch of the Barcelona Cactus Jack 2025-26 player jersey reflects the passion of the game. Made with premium materials to ensure comfort during intense matches or casual wear. The blend of Barcelona's iconic colors and Cactus Jack's distinctive flair makes it a must-have for any true fan.</p>
<p>The jersey's player version detail is crafted to enhance performance. Breathable fabrics and tailored fit ensure optimal flexibility and style. Whether on the pitch or supporting your team, this jersey elevates your experience.</p>
<p>This limited edition jersey is a statement piece. Show off your allegiance with the Barcelona Cactus Jack 2025-26 player jersey. Available exclusively at Striker Store—where premium designs meet affordability. </p>
<p>Join the league of fans wearing this unique collaboration. Feel the thrill of the game and the heartbeat of fashion with the Barcelona Cactus Jack 2025-26 player jersey.</p>",Striker Store,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Jerseys,Jersey,"2025, 26, barcelona, blue, cactus, edition, home, jack, jersey, new arrivals, player, red, se, specia, travis scott, version, x",true,Size,s,product.metafields.shopify.size,,,,,,,CLU-BARC-SE-HM-CJ-25/26-PV-S,350.0,shopify,96,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-cactus-jack-2025-26-player-front-view.png?v=1749113426,1,Barcelona Cactus Jack 2025-26 player jersey with split colors and logo design by Striker Store,false,Barcelona Cactus Jack 2025-26 Player Version Jersey | Striker Store,Get the Barcelona Cactus Jack 2025-26 player jersey at Striker Store. Stand out with premium designs and celebrate your team with style and comfort!,,,,,,,,,,,,Football,,,,"Red, Blue",Polyester,,Barcelona,,Unisex,Sweat Wiking,,,,,adults; teens,,moisture-wicking; stretchable,red; blue,polyester,,,,,,s; m; l; xl; 2xl,short,,unisex,,,,,,g,,700.00,active
barcelona-cactus-jack-2025-26-player,,,,,,,,,m,,,,,,,,CLU-BARC-SE-HM-CJ-25/26-PV-M,350.0,shopify,99,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-cactus-jack-2025-26-player-back-view.png?v=1749113426,2,Barcelona Cactus Jack 2025-26 player jersey featuring a vibrant color block design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-cactus-jack-2025-26-player,,,,,,,,,l,,,,,,,,CLU-BARC-SE-HM-CJ-25/26-PV-L,350.0,shopify,100,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-cactus-jack-2025-26-player-logo-close-up.png?v=1749113426,3,Barcelona Cactus Jack 2025-26 player jersey featuring club colors and logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-cactus-jack-2025-26-player,,,,,,,,,xl,,,,,,,,CLU-BARC-SE-HM-CJ-25/26-PV-XL,350.0,shopify,98,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-cactus-jack-2025-26-player-logo-detailed.png?v=1749113426,4,Barcelona Cactus Jack 2025-26 player jersey featuring the iconic club logo and vibrant colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-cactus-jack-2025-26-player,,,,,,,,,2xl,,,,,,,,CLU-BARC-SE-HM-CJ-25/26-PV-2XL,350.0,shopify,99,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-cactus-jack-2025-26-player-flat-lay.png?v=1749113426,5,Barcelona Cactus Jack 2025-26 player jersey in blue and maroon with Nike logo and unique design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-125th-anniversary-jersey-2025,Barcelona 125th Anniversary Jersey 2025-26 Player Version,"<p>Celebrate an incredible milestone with the <strong>Barcelona 125th Anniversary Jersey 2025-26 Player Version</strong>. This exclusive jersey, sold by Striker Store, marks 125 years of football excellence. Crafted for true fans, it captures the spirit of Barcelona in every stitch. The <strong>Barcelona 125th Anniversary Jersey 2025</strong> features a premium design that merges tradition with modern flair.</p>
<p>Experience unmatched comfort with the sleek player version fit. The fabric is engineered for breathability, making it perfect for both game days and everyday wear. Its lightweight material ensures you stay cool while showcasing your support. The jersey reflects Barcelona's rich history, adorned with special emblems and intricate details. These elements highlight the iconic journey of the club.</p>
<p>At Striker Store, our jerseys are inspired by top clubs, ensuring authenticity and quality. The <strong>Barcelona 125th Anniversary Jersey 2025</strong> is no exception. It's a must-have for any supporter who values style and heritage. This limited-edition piece is ideal for collectors and fans who want to stand out. With free delivery across India, it's never been easier to own a part of football history.</p>
<p>Designed with passion and precision, this jersey aligns with our commitment to affordable premiums. Impressively, it maintains an appealing price point without sacrificing quality. Wearing this jersey not only shows loyalty to Barcelona but also connects you with a celebrated legacy. The <strong>Barcelona 125th Anniversary Jersey 2025</strong> isn't just apparel; it's a tribute to an era of sportsmanship and triumph. Make it part of your collection and relive the memories it represents. Order now from Striker Store and celebrate 125 years of football greatness right from your home.</p>",Striker Store,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Jerseys,Jersey,"125th, 2025, 26, anniversary, barcelona, blue, jersey, new arrivals, player, red, special edition, version",true,Size,s,product.metafields.shopify.size,,,,,,,CLU-BARC-125-25/26-PV-S,350.0,shopify,97,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-125th-anniversary-jersey-2025-home-full.png?v=1749113343,1,Barcelona 125th Anniversary Jersey 2025 featuring traditional red and blue stripes with club emblem,false,Barcelona 125th Anniversary Jersey 2025 - Player Version Striker Store,Celebrate football history with the Barcelona 125th Anniversary Jersey 2025. Available at Striker Store with premium quality and free delivery across India.,,,,,,,,,,,,Football,,,,"Red, Blue",Polyester,,Barcelona,,Unisex,Sweat Wiking,,,,,teens; adults,,moisture-wicking; stretchable,red; blue,polyester,,,,,,s; m; l; xl; 2xl,short,,unisex,,,,,,g,,700.00,active
barcelona-125th-anniversary-jersey-2025,,,,,,,,,m,,,,,,,,CLU-BARC-125-25/26-PV-M,350.0,shopify,96,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-125th-anniversary-jersey-2025-home-back.png?v=1749113343,2,Barcelona 125th Anniversary Jersey 2025 featuring a classic striped design in maroon and blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-125th-anniversary-jersey-2025,,,,,,,,,l,,,,,,,,CLU-BARC-125-25/26-PV-L,350.0,shopify,90,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-125th-anniversary-jersey-2025-home-front.png?v=1749113343,3,Barcelona 125th Anniversary Jersey 2025 in classic maroon and blue with vintage design elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-125th-anniversary-jersey-2025,,,,,,,,,xl,,,,,,,,CLU-BARC-125-25/26-PV-XL,350.0,shopify,100,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-125th-anniversary-jersey-2025-home-side.png?v=1749113343,4,Barcelona 125th Anniversary Jersey 2025 featuring classic design with club crest and vibrant colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
barcelona-125th-anniversary-jersey-2025,,,,,,,,,2xl,,,,,,,,CLU-BARC-125-25/26-PV-2XL,350.0,shopify,89,deny,manual,1399.00,3499.00,true,false,"",https://cdn.shopify.com/s/files/1/0922/4824/4508/files/barcelona-125th-anniversary-jersey-2025-home-detail.png?v=1749113343,5,Barcelona 125th Anniversary Jersey 2025 featuring traditional colors and club emblem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,700.00,
rcb-virat-kohli-jersey-2025,RCB Virat Kohli IPL Winning Jersey 2025,"<p>Get ready to cheer like never before with the <strong>RCB Virat Kohli Jersey 2025</strong> from Striker Store. This exclusive piece is an essential addition for any dedicated cricket enthusiast. Crafted with the finest materials, this jersey ensures both comfort and durability for those long match days.</p>
<p>Our <strong>RCB Virat Kohli Jersey 2025</strong> is not just any cricket apparel. It celebrates Virat Kohli's remarkable achievements and is designed for true fans of Royal Challengers Bangalore. The vibrant colors and intricate design capture the spirit of the game, making it perfect for showing your support during intense IPL seasons.</p>
<p>At Striker Store, we pride ourselves on offering premium designs at affordable prices. This jersey is also part of our commitment to delivering quality products that keep fans at heart. Designed for ultimate comfort, the fabric is breathable and sweat-wicking, making it suitable for both match days and everyday wear.</p>
<p>Whether you're watching the match live or catching up with friends at a sports bar, the <strong>RCB Virat Kohli Jersey 2025</strong> makes a bold statement. It embodies the passion and energy of the game. Plus, with free delivery across India, getting your hands on this jersey couldn't be easier.</p>
<p>Embrace the thrill of IPL with this officially licensed jersey. As fans joyfully await to see what RCB holds for the future, wearing this jersey connects you to every victory. It’s more than just a jersey—it's a symbol of pride and dedication to the game.</p>
<p>Explore the full collection at Striker Store where our offerings extend beyond just cricket jerseys. Let your fandom shine as you support your team in style with the <strong>RCB Virat Kohli Jersey 2025</strong>. Experience the game with a piece that's as passionate about cricket as you are.</p>",Striker Store,Apparel & Accessories > Clothing > Activewear > Activewear Tops > T-Shirts,Jersey,"2025, cricket, cup, ee, goat, ipl, jersey, kohli, namde, namdu, new arrivals, rcb, red, sala, virat, winner, winning",false,Size,S,,,,,,,,IPL-RCB-VK-SE-25-S,350.0,shopify,98,deny,manual,1299.00,4999.00,true,false,,https://cdn.shopify.com/s/files/1/0922/4824/4508/files/rcb-virat-kohli-jersey-2025-front-view-design.png?v=1749113287,1,RCB Virat Kohli Jersey 2025 in navy blue and red with sponsor logos and a modern design,false,RCB Virat Kohli Jersey 2025 - Limited Edition | Striker Store,Grab the exclusive RCB Virat Kohli Jersey 2025 at Striker Store! Celebrate the IPL victory with premium comfort and style. Shop now!,Apparel & Accessories > Clothing > Activewear > Activewear Tops > T-Shirts,,,,,,,,,,,Cricket,,,,Red,Polyester,,RCB,,Unisex,Sweat Wiking,,,breathable-design; moisture-wicking; ventilation,cricket,,,,red,polyester,,,,,,,,,unisex,,,,,,g,,400.00,draft
rcb-virat-kohli-jersey-2025,,,,,,,,,M,,,,,,,,IPL-RCB-VK-SE-25-M,350.0,shopify,100,deny,manual,1299.00,4999.00,true,false,,https://cdn.shopify.com/s/files/1/0922/4824/4508/files/rcb-virat-kohli-jersey-2025-back-view-number.png?v=1749113287,2,RCB Virat Kohli Jersey 2025 featuring red and blue design with number 18 and name 'VIRAT' on the back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,400.00,
rcb-virat-kohli-jersey-2025,,,,,,,,,L,,,,,,,,IPL-RCB-VK-SE-25-L,350.0,shopify,98,deny,manual,1299.00,4999.00,true,false,,https://cdn.shopify.com/s/files/1/0922/4824/4508/files/rcb-virat-kohli-jersey-2025-dark-blue-orange-gradient.webp?v=1749113285,3,RCB Virat Kohli Jersey 2025 with vibrant colors and team logo for cricket fans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,400.00,
rcb-virat-kohli-jersey-2025,,,,,,,,,XL,,,,,,,,IPL-RCB-VK-SE-25-XL,350.0,shopify,99,deny,manual,1299.00,4999.00,true,false,,https://cdn.shopify.com/s/files/1/0922/4824/4508/files/rcb-virat-kohli-jersey-2025-red-orange-gradient.webp?v=1749113285,4,"RCB Virat Kohli Jersey 2025 in navy and red, featuring team logos and stylish design for cricket fans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,400.00,
rcb-virat-kohli-jersey-2025,,,,,,,,,2XL,,,,,,,,IPL-RCB-VK-SE-25-2XL,350.0,shopify,100,deny,manual,1299.00,4999.00,true,false,,https://cdn.shopify.com/s/files/1/0922/4824/4508/files/rcb-virat-kohli-jersey-2025-logo-close-up.webp?v=1749113286,5,RCB Virat Kohli Jersey 2025 featuring the team's logo and vibrant design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,400.00,
